cve_mun,municipio_norm,municipio,grad_margi,grad_rez_social,conectividad,servicios_basicos,elementos_salud,educacion,desigualdad,dependencia_economica,calidad_vivienda,seguridad_alimentaria,seguridad_social
20554,totontepecvillademorelos,Totontepec Villa de Morelos,Alto,Alto,Bajo,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Medio
20555,trinidadzaachila,Trinidad Zaachila,Medio,Bajo,Medio,Muy bajo,Alto,Medio,Medio,Alto,Medio,Medio,Bajo
20556,latrinidadvistahermosa,La Trinidad Vista Hermosa,Medio,Bajo,Medio,Medio,,Medio,Medio,Alto,Medio,Medio,Medio
20557,unionhidalgo,Unión Hidalgo,Muy bajo,Muy bajo,Medio,Bajo,Bajo,Medio,Medio,Alto,Medio,Bajo,Bajo
20558,valeriotrujano,Valerio Trujano,Medio,Bajo,Bajo,Muy bajo,Alto,Medio,Medio,Medio,Medio,Medio,Alto
20559,sanjuanbautistavallenacional,San Juan Bautista Valle Nacional,Medio,Bajo,Bajo,Bajo,Alto,Medio,Alto,Medio,Medio,Bajo,Medio
20560,villadiazordaz,Villa Díaz Ordaz,Alto,Medio,Bajo,Muy bajo,Medio,Medio,Medio,Alto,Medio,Medio,Muy bajo
20561,yaxe,Yaxe,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Medio,Medio
20562,magdalenayodoconodeporfiriodiaz,Magdalena Yodocono de Porfirio Díaz,Medio,Bajo,Bajo,Bajo,Alto,Medio,Medio,Alto,Medio,Medio,Medio
20563,yogana,Yogana,Muy alto,Alto,Bajo,Muy bajo,Medio,Alto,Medio,Alto,Medio,Alto,Medio
20564,yutanduchideguerrero,Yutanduchi de Guerrero,Alto,Alto,Bajo,Muy bajo,Alto,Medio,Medio,Alto,Medio,Muy bajo,Alto
20565,villadezaachila,Villa de Zaachila,Alto,Medio,Medio,Bajo,Bajo,Bajo,Medio,Medio,Medio,Medio,Bajo
20566,sanmateoyucutindoo,San Mateo Yucutindoo,Alto,Alto,Bajo,Muy bajo,Bajo,Medio,Medio,Alto,Medio,Medio,Alto
20567,zapotitlanlagunas,Zapotitlán Lagunas,Muy alto,Medio,Bajo,Muy bajo,Muy bajo,Alto,Medio,Medio,Medio,Bajo,Medio
20568,zapotitlanpalmas,Zapotitlán Palmas,Medio,Bajo,Bajo,Bajo,,Medio,Medio,Alto,Medio,Bajo,Medio
20569,santainesdezaragoza,Santa Inés de Zaragoza,Alto,Alto,Bajo,Muy bajo,,Medio,Medio,Alto,Medio,Medio,Alto
20570,zimatlandealvarez,Zimatlán de Álvarez,Medio,Bajo,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Bajo
