clave_mun,municipio,poblacion,pob_indigena,pob_afrodescendiente,pob_analfabeta,pob_discapacidad,viviendas,viv_internet,viv_computadoras,viv_celular,ind_rez_social,grad_rez_social,ind_margi,ind_margi_norm,grad_margi,pobr,pobr_ext,pobr_mod,pob_vuln_carencias,pob_vuln_ingresos,pob_no_vuln,rez_educativo,pob_car_hogar,pob_car_salud,pob_car_seg_social,pob_car_ser_basicos,pob_car_alimentacion,pob_car_al_una,pon_car_al_tres,pob_bajo_linea_asist,pob_bajo_linea_min_asist,gini,tasa_ingresos,cama_hospital,cama_fuera_hospital,cama_rec_nac,consultorios,equipamento,medicos_otros,medicos_gen_esp_odont,otro_pers,otro_pers_prof,enfermeria_contac_paciente,enfermeria_otras,medicos_adiest,per_tecnico,total_elementos_salud,por_mas_15_analfabeta,tasa_alfa_1524,grad_escol_prom_15
20175,San Juan Bautista Atatlahuca,1424,892,4,185,154,391,49,18,150,0.301921,Medio,52.18290348,0.817111644,Alto,1289,400,889,113,12,11,447,288,144,1216,1206,157,1402,612,1301,848,0.3435879946,0.1834275052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3,95,5.1
20176,San Juan Bautista Coixtlahuaca,2725,326,18,166,281,837,186,69,507,0.828915,Medio,51.05102205,0.799387956,Alto,2156,609,1547,389,70,111,618,458,616,1986,1602,510,2545,948,2226,1355,0.4171169897,0.1381079977,0,0,0,3,0,0,3,0,0,5,0,2,0,13,92.3,97.6,7.9
20177,San Juan Bautista Cuicatlán,10365,2943,1108,591,922,3126,437,394,2117,0.091918,Bajo,54.67175675,0.856083623,Bajo,5604,1727,3877,2092,166,558,2247,1827,2787,6601,4514,2007,7696,3851,5770,2824,0.4240516722,0.1265273318,30,12,8,19,3,3,46,66,3,67,2,19,15,293,93.3,98.4,7.4
20178,San Juan Bautista Guelache,6692,919,122,135,307,1764,850,700,1595,-0.822315,Muy bajo,55.97005625,0.876413186,Bajo,2603,557,2046,2619,210,1263,933,950,2395,3981,2227,1238,5222,1809,2813,986,0.451169004,0.1262853319,0,0,0,4,0,0,4,1,0,6,0,2,0,17,82.7,98.8,6.2
20179,San Juan Bautista Jayacatlán,1447,37,1,88,144,409,118,28,172,0.006318,Bajo,52.90141415,0.828362521,Medio,1261,383,878,159,14,14,448,344,265,1192,1082,138,1420,621,1275,746,0.3628289998,0.1394040013,0,0,0,1,0,0,1,0,0,1,0,1,0,4,91.2,97,7.4
20180,San Juan Bautista Lo de Soto,2344,110,2243,255,220,752,97,75,386,-0.164112,Bajo,53.07353552,0.831057703,Medio,1214,271,943,990,12,130,586,561,704,1809,1329,934,2204,1158,1226,374,0.4104296664,0.114108329,0,0,0,3,0,0,4,0,0,5,0,0,1,13,92.2,98.8,7.7
20181,San Juan Bautista Suchitepec,453,16,2,41,61,161,5,12,28,0.456436,Medio,52.77668548,0.826409444,Medio,353,77,276,71,19,9,170,89,53,301,263,42,424,144,372,195,0.3722206652,0.1742863332,0,0,0,1,0,0,1,0,0,2,0,0,0,4,97.3,99.6,10.4
20182,San Juan Bautista Tlacoatzintepec,2181,2140,72,417,189,546,10,26,240,1.850077,Muy alto,49.28327791,0.771707543,Alto,2035,966,1069,134,8,5,748,468,447,1726,2115,954,2169,1407,2043,1455,0.359040002,0.1096573311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,97.8,6.6
20183,San Juan Bautista Tlachichilco,1475,270,15,203,176,374,25,25,145,0.238594,Medio,51.42313429,0.805214716,Alto,1244,435,809,220,7,6,515,152,394,1274,1134,519,1464,832,1251,704,0.3656420012,0.1843930036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.7,100,7.6
20184,San Juan Bautista Tuxtepec,159452,46091,5490,8410,11552,46591,19306,12238,39906,-0.626439,Bajo,56.13593526,0.87901062,Bajo,88828,29910,58918,44990,8777,23852,38852,17536,95790,109749,60319,58026,133818,75212,97605,44824,0.4046713412,0.1326880008,61,17,4,50,6,8,109,146,45,296,10,51,41,844,88.3,97.8,6.2
20185,San Juan Cacahuatepec,8939,729,1830,629,604,2361,488,360,1541,0.044453,Bajo,53.04794934,0.830657059,Medio,6306,2273,4033,1678,251,708,1822,2774,1672,6737,5928,3520,7983,4767,6557,3241,0.4657000005,0.1165266658,0,0,0,3,0,0,4,2,0,6,0,0,0,15,79.7,98.5,6.1
20186,San Juan Cieneguilla,524,0,0,63,65,172,19,7,116,-0.011209,Bajo,53.03797438,0.830500864,Medio,417,78,339,82,10,15,153,53,48,399,345,52,499,139,427,224,0.3728906612,0.1562836667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,98.1,5.8
20187,San Juan Coatzóspam,1808,1749,0,357,131,518,71,17,140,1.727986,Alto,49.92591661,0.781770371,Alto,1692,875,817,114,1,2,826,406,345,1515,1759,658,1806,1252,1693,1183,0.3517639935,0.2320580035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8,98.5,9.1
20188,San Juan Colorado,9609,7649,975,1262,1083,2593,158,114,1463,1.414126,Alto,49.4912542,0.774964163,Alto,8222,4167,4056,1242,51,98,3127,4011,1729,8087,8325,5974,9464,7244,8273,4925,0.402319998,0.1255416647,0,0,0,5,0,0,4,0,1,11,0,1,0,22,87.3,98.7,7.6
20189,San Juan Comaltepec,3116,3093,4,360,217,696,168,19,185,2.160284,Muy alto,48.25655354,0.755630469,Muy alto,3005,1720,1285,84,23,5,1266,946,460,2897,2520,1285,3089,2037,3027,2504,0.3652373354,0.1517299972,0,0,0,1,0,0,1,0,0,2,0,0,0,4,89.9,98.2,8.6
20190,San Juan Cotzocón,22444,14889,327,2563,1390,6040,1404,535,3481,0.608138,Medio,50.99697459,0.798541648,Alto,17393,6366,11027,5456,119,412,6984,3071,8303,20390,18452,7811,22849,13754,17512,10158,0.382276326,0.1321203311,32,10,6,13,3,1,36,45,4,61,1,0,7,219,97,100,7.9
20191,San Juan Chicomezúchil,296,64,5,7,23,92,24,7,78,-0.110566,Bajo,54.13579199,0.84769116,Medio,217,35,182,50,16,13,46,83,30,214,119,30,267,73,233,123,0.3442203403,0.1694876701,0,0,0,1,0,0,1,0,0,2,0,0,0,4,97.3,100,9.8
20192,San Juan Chilateca,1522,33,33,32,66,453,227,143,395,-0.929777,Muy bajo,56.56874422,0.885787806,Muy bajo,529,57,473,548,79,366,174,221,610,783,197,98,1077,213,608,184,0.4185966651,0.1361876652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,100,6.4
20193,San Juan del Estado,2807,57,9,112,246,731,201,141,628,-0.501715,Bajo,54.90306413,0.859705574,Bajo,1873,389,1484,607,124,204,665,550,1253,2077,806,383,2480,933,1997,765,0.3595273197,0.1721840004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,97.1,5.6
20194,San Juan del Río,1372,1352,19,165,91,443,53,48,151,-0.36497,Bajo,54.2984861,0.850238724,Medio,1048,212,836,295,18,11,489,68,545,1112,658,105,1344,487,1066,504,0.3495219946,0.1957029998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.3,98.2,6.7
20195,San Juan Diuxi,1056,1049,2,281,159,391,12,10,117,1.935016,Muy alto,47.37531702,0.741831531,Muy alto,1001,538,464,54,0,1,530,322,324,752,980,314,1055,723,1002,761,0.3520086706,0.2064530005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,96.4,5.8
20196,San Juan Evangelista Analco,407,273,1,9,59,135,60,12,92,-0.361858,Bajo,55.31695882,0.866186589,Bajo,337,39,298,38,27,5,84,61,63,288,124,12,375,56,363,231,0.3668423295,0.2049740056,0,0,0,1,0,0,1,0,0,1,0,1,0,4,83.8,97.3,6.8
20197,San Juan Guelavía,3288,3002,5,281,275,989,92,96,827,0.121246,Bajo,52.8631146,0.827762804,Medio,2562,589,1973,551,73,104,1156,571,1038,2578,1801,437,3114,1362,2635,1126,0.3728400071,0.1648543278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2,99.3,7.5
20198,San Juan Guichicovi,29802,25775,48,6266,2514,9226,644,470,4758,0.952802,Medio,49.57517359,0.776278223,Alto,20549,6450,14098,6361,1142,783,11004,4675,8276,20202,22919,7689,26909,15558,21690,11410,0.3844103316,0.138190334,0,10,0,9,0,0,3,0,0,19,0,2,1,44,94.2,99,8.1
20199,San Juan Ihualtepec,494,74,4,111,77,144,5,4,40,0.94926,Medio,48.9076057,0.765825039,Alto,462,211,251,28,2,2,255,105,112,335,396,130,490,274,464,340,0.3513250053,0.1573820002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1,99.5,6
20200,San Juan Juquila Mixes,3703,3567,15,815,186,1073,147,92,392,1.884235,Muy alto,49.14042627,0.769470685,Alto,3058,1086,1971,548,28,72,1698,1054,822,2776,3087,422,3605,2011,3086,1720,0.3689176738,0.1267369961,0,0,0,1,0,0,0,0,0,0,0,0,0,1,66.1,98.2,4.1
20201,San Juan Juquila Vijanos,1880,1875,3,154,94,562,43,30,267,1.023287,Alto,51.50740333,0.806534252,Alto,1673,563,1110,198,3,7,569,588,334,1710,1514,163,1871,966,1676,1012,0.3260016739,0.227333998,0,0,0,2,0,0,2,0,0,1,0,0,0,5,96.9,98,7.6
20202,San Juan Lachao,4577,2998,226,526,220,1090,256,108,653,0.65109,Medio,51.48319291,0.806155151,Alto,3370,797,2573,1119,18,73,1593,1146,361,4122,2843,830,4489,1974,3388,1484,0.3551523288,0.1412183344,0,0,0,4,0,0,3,0,0,7,0,2,0,16,88.7,100,6.8
20203,San Juan Lachigalla,3538,61,18,467,244,831,142,20,491,1.580936,Alto,48.08557815,0.752953232,Muy alto,3254,1425,1829,275,9,2,1199,1084,647,3226,3018,926,3529,2139,3263,2165,0.3514793317,0.2249040008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,97.9,5.8
20204,San Juan Lajarcia,634,12,0,37,59,219,42,2,98,-0.036868,Bajo,53.79306924,0.842324599,Medio,521,144,376,106,3,4,143,133,173,498,514,206,627,305,523,269,0.3538599908,0.2261440009,0,0,0,1,0,0,1,0,0,1,0,0,0,3,70.7,98.4,4.5
20205,San Juan Lalana,16989,15140,51,2547,2079,4338,323,208,1246,1.547567,Alto,48.6989357,0.762557557,Muy alto,18843,11703,7140,1773,76,109,8838,3947,9574,17421,19369,14194,20616,16718,18919,13967,0.3824693263,0.1170566653,0,0,0,2,0,0,2,0,0,6,0,0,1,11,69.9,95.7,5.5
20206,San Juan de los Cués,2421,1302,36,208,245,722,174,99,335,0.393553,Medio,52.4906952,0.821931234,Alto,1747,606,1141,493,43,139,591,530,622,1913,1491,583,2240,1127,1790,957,0.4154193302,0.1336983318,0,0,0,1,0,0,1,0,0,1,0,0,0,3,88.2,98.8,6.6
20207,San Juan Mazatlán,19032,13906,364,2538,1359,5100,352,247,2092,1.117255,Alto,49.52922019,0.775558657,Alto,14925,6478,8447,3466,46,80,6647,3952,6161,16899,16616,8182,18390,13030,14971,8451,0.3476360043,0.165992002,0,5,0,5,0,0,2,0,0,7,0,2,1,22,82.5,98.5,6.5
20208,San Juan Mixtepec,6941,6833,72,1674,625,2330,92,141,1475,1.561788,Alto,49.34227581,0.772631368,Alto,5966,2733,3232,846,51,81,3078,1469,2888,5368,5544,2287,6811,4572,6017,3771,0.3852256735,0.1595290005,0,0,0,5,0,0,5,0,0,10,0,0,3,23,80.5,98.6,5.9
20209,San Juan Mixtepec,607,6833,1,163,19,203,2,5,22,1.762495,Alto,49.26791085,0.771466917,Alto,569,123,447,22,15,0,259,204,108,441,162,31,592,168,585,454,0.3327060044,0.1999246702,0,0,0,1,0,0,0,0,0,2,0,1,0,4,92.4,98.6,7
20210,San Juan Ñumí,5773,5752,5,735,485,1714,173,41,707,1.583434,Alto,51.63980724,0.808607513,Alto,5467,2686,2780,309,0,0,1651,1237,1892,3760,5696,2760,5776,3789,5467,4026,0.3616830011,0.1664049998,0,0,0,7,0,0,6,0,0,10,0,1,0,24,78.3,96.1,5.6
20211,San Juan Ozolotepec,3411,2698,14,383,165,763,10,5,231,1.687406,Alto,49.00599386,0.767365661,Alto,3196,1599,1597,131,77,9,1220,1366,473,2917,2501,1474,3327,2085,3273,2492,0.3720296621,0.166227666,0,0,0,3,0,0,1,0,0,4,0,0,0,8,80.1,96.8,6.1
20212,San Juan Petlapa,3117,3104,4,536,154,835,106,16,151,2.595194,Muy alto,47.76860849,0.747989928,Muy alto,2907,1794,1113,206,0,5,1361,1138,553,2778,3078,2110,3113,2661,2907,2055,0.3508269986,0.1217190027,0,0,0,1,0,0,0,0,0,1,0,1,0,3,69.2,98.7,5.7
20213,San Juan Quiahije,4203,4165,85,717,164,891,53,71,839,1.099723,Alto,50.61357791,0.79253819,Alto,3441,1118,2323,739,10,15,1741,736,464,3673,3654,657,4180,2110,3452,1936,0.3665030003,0.191730335,0,0,0,1,0,0,1,0,0,2,0,0,0,4,66.4,98.9,5
20214,San Juan Quiotepec,2033,2009,410,331,163,548,75,54,373,0.252559,Medio,51.72901277,0.810004347,Alto,1746,433,1313,265,14,10,755,386,157,1735,863,416,2011,670,1760,1096,0.3745966653,0.1718723327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,99.3,6.3
20215,San Juan Sayultepec,879,57,1,18,120,235,10,24,199,-0.226783,Bajo,55.45486523,0.868346012,Bajo,495,77,418,317,20,47,107,159,142,605,552,207,812,261,515,172,0.3867743313,0.1766429991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,96.3,5.7
20216,San Juan Tabaá,1241,1232,1,76,57,331,46,26,206,0.459934,Medio,53.17611723,0.832663989,Medio,1123,236,887,95,13,11,304,375,222,1063,366,64,1218,338,1136,792,0.3540669878,0.2007916669,0,2,0,1,0,0,0,0,0,2,0,1,0,6,72.3,96.8,5
20217,San Juan Tamazola,3325,2109,28,300,338,939,65,32,309,2.756391,Muy alto,43.88235279,0.687136572,Muy alto,3164,1708,1456,157,2,4,879,1279,510,2746,3257,1301,3321,2228,3166,2424,0.3513819973,0.1620154977,0,0,0,2,0,0,2,0,0,2,0,0,0,6,71.1,96.5,5.4
20218,San Juan Teita,544,501,2,85,77,166,8,0,19,1.33705,Alto,51.7912705,0.810979217,Alto,528,261,267,16,0,0,164,194,29,399,544,216,544,341,528,407,0.337567995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,98.9,6.1
20219,San Juan Teitipac,2668,653,26,332,144,755,271,83,503,0.65618,Medio,51.28018589,0.802976343,Alto,2316,728,1587,304,30,19,1130,629,582,2163,1625,570,2619,1303,2346,1241,0.360728999,0.1727286627,0,0,0,3,0,0,5,0,1,5,0,1,0,15,97.1,99.1,9.1
20220,San Juan Tepeuxila,2692,2241,22,134,187,832,41,16,120,0.764107,Medio,52.9061924,0.828437342,Medio,2492,843,1649,113,71,17,856,568,330,2113,1679,657,2605,1114,2563,1952,0.3664659957,0.1507596672,0,0,0,1,0,0,1,0,0,1,0,1,0,4,91.6,100,7.4
20221,San Juan Teposcolula,1494,59,81,71,97,430,24,45,293,0.356883,Medio,53.29319253,0.834497226,Medio,1071,247,824,364,23,37,320,311,308,1177,876,349,1435,570,1094,496,0.3839840094,0.1328716675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,99.3,6.7
20222,San Juan Yaeé,1426,1421,14,95,66,458,30,22,160,0.743296,Medio,53.19027198,0.832885633,Medio,1318,235,1082,72,27,10,448,226,191,1212,527,75,1389,336,1345,985,0.3515860041,0.1836290012,0,0,0,2,0,0,1,0,0,1,0,1,1,6,79.6,100,6.3
20223,San Juan Yatzona,440,440,6,22,28,130,33,10,59,-0.191385,Bajo,54.84785528,0.858841081,Bajo,405,82,323,22,11,3,125,7,119,366,111,125,426,110,415,301,0.3404546678,0.2084736675,0,0,0,1,0,0,0,0,0,3,0,0,0,4,83.5,98.9,5.9
20224,San Juan Yucuita,643,20,19,10,70,192,16,24,137,-0.293927,Bajo,54.342485,0.850927685,Medio,389,62,327,166,24,64,120,72,113,431,237,56,555,135,413,188,0.4245706598,0.1208449987,0,0,0,2,0,0,2,0,0,1,0,0,0,5,93.1,97.8,6.6
20225,San Lorenzo,5903,5012,602,996,567,1645,89,38,554,1.709896,Alto,46.25360512,0.724267084,Muy alto,5059,2435,2625,786,10,51,1893,1533,925,5145,5517,3733,5845,4446,5069,2985,0.3634016613,0.1644503325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7,99.2,7.8
20226,San Lorenzo Albarradas,2971,621,25,202,151,841,167,47,586,0.077948,Bajo,53.65879897,0.840222114,Medio,2392,492,1900,523,30,27,1071,358,538,2544,1403,326,2915,937,2422,1252,0.3569303354,0.1679823324,0,1,0,1,0,0,1,0,0,2,0,1,0,6,90.9,99,6.6
20227,San Lorenzo Cacaotepec,18339,1723,786,306,932,4970,2504,1982,4569,-0.845478,Muy bajo,57.77148472,0.904621049,Muy bajo,7621,1750,5871,6569,825,4091,2163,1794,9728,11457,5290,3490,14189,5657,8446,3144,0.3675483366,0.15057833,0,0,0,4,0,1,7,3,1,7,0,0,4,27,92.9,98.1,6.5
20228,San Lorenzo Cuaunecuiltitla,833,808,0,140,26,200,7,7,35,1.573795,Alto,49.45587969,0.774410247,Alto,809,419,390,15,5,4,352,332,65,733,578,203,825,473,814,710,0.3570789993,0.1949680001,0,0,0,1,0,0,1,0,0,1,0,0,0,3,98.1,100,8.7
20229,San Lorenzo Texmelúcan,9148,9002,23,1399,467,1647,26,38,760,2.687625,Muy alto,47.10010427,0.737522082,Muy alto,8951,5557,3393,193,1,7,3884,4706,990,7886,9029,1936,9144,6643,8952,7422,0.3536050022,0.079901502,0,0,0,2,0,0,1,0,0,4,0,0,0,7,75.8,96.6,6.3
20230,San Lorenzo Victoria,932,60,9,108,143,288,9,21,208,-0.337117,Bajo,53.34388215,0.835290954,Medio,645,206,439,272,3,11,288,147,373,752,503,365,918,491,649,276,0.3660176595,0.1851790001,0,0,0,2,0,0,2,0,0,1,0,2,0,7,90.8,100,6.3
20231,San Lucas Camotlán,3187,3182,16,565,75,803,5,13,150,2.310121,Muy alto,47.16703883,0.738570184,Muy alto,3156,1777,1379,24,5,3,1228,1590,187,2874,3040,2,3180,2006,3161,2819,0.4126340051,0.1242190003,0,0,0,2,0,0,3,0,0,3,0,2,0,10,97.6,99.2,10.4
20232,San Lucas Ojitlán,22185,21247,44,2278,1465,5364,689,238,3612,1.73285,Alto,48.15920382,0.754106107,Muy alto,18873,9807,9066,2332,85,255,5180,5383,6506,18344,19721,11930,21204,15586,18958,12579,0.4080213308,0.1135693341,0,1,0,5,1,0,11,9,1,22,0,0,3,53,73.8,97.8,5.5
20233,San Lucas Quiaviní,1720,1708,1,370,115,444,32,23,317,0.624234,Medio,50.62241259,0.792676529,Alto,1449,541,908,261,4,7,912,411,1020,1418,818,103,1710,953,1453,854,0.3720420003,0.1439886689,0,0,0,2,0,0,4,0,0,2,0,0,0,8,74.7,95.4,5.4
20234,San Lucas Zoquiápam,7163,7094,19,1378,641,1962,37,41,624,2.23857,Muy alto,46.41176931,0.726743715,Muy alto,6905,4051,2854,176,55,29,2752,3120,895,6179,6033,2858,7082,4857,6960,5764,0.3585700095,0.1312426676,0,0,0,2,0,0,1,0,0,2,0,1,0,6,84.3,100,6
20235,San Luis Amatlán,3829,37,144,610,573,1093,166,63,640,0.833891,Medio,50.5611647,0.791717472,Alto,3122,986,2137,612,33,63,1478,598,827,3098,2900,744,3735,1904,3156,1640,0.3564786712,0.1762903333,0,0,0,1,0,0,1,0,0,2,0,0,0,4,74.8,94.8,5.9
20236,San Marcial Ozolotepec,1372,1360,3,232,100,343,27,16,193,3.048957,Muy alto,46.33047568,0.72547077,Muy alto,1276,436,840,84,13,0,590,510,76,385,1336,481,1360,639,1289,907,0.3503553371,0.2169679999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98.2,6.9
20237,San Marcos Arteaga,1568,97,94,117,138,449,76,28,305,-0.47252,Bajo,54.67297775,0.856102742,Bajo,948,226,722,545,27,49,497,183,718,1228,341,393,1493,491,975,402,0.3966923356,0.1653229992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,98.6,5.1
20238,San Martín de los Cansecos,994,41,66,64,114,252,93,29,225,0.332309,Medio,52.92972144,0.828805774,Medio,771,255,516,160,29,34,235,204,382,714,763,157,931,485,800,446,0.366879662,0.1962010016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9,97.4,5.6
20239,San Martín Huamelúlpam,1000,65,3,45,139,344,48,42,209,0.799804,Medio,52.78467139,0.826534492,Medio,752,194,558,217,15,16,186,206,106,718,887,190,969,383,767,381,0.3824453255,0.2326460034,0,0,0,2,0,0,1,0,0,3,0,1,1,8,77.6,98.8,5.7
20240,San Martín Itunyoso,2749,2681,18,545,259,608,34,28,212,2.812229,Muy alto,45.6994653,0.715590026,Muy alto,2682,2122,560,68,0,0,975,1338,781,2462,2706,1876,2750,2452,2682,2335,0.3987656633,,0,0,0,2,0,0,0,0,0,2,0,1,0,5,73.2,97.7,5.2
20241,San Martín Lachilá,1034,31,29,119,152,323,45,27,175,0.13579,Medio,53.22352425,0.833406317,Medio,825,304,522,177,17,14,322,245,511,791,647,311,1003,593,843,465,0.375775665,0.1756456668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,99.1,6.4
20242,San Martín Peras,12436,12356,42,3084,742,2312,93,75,1506,2.355732,Muy alto,44.96845773,0.704143464,Muy alto,12165,8693,3472,229,43,5,7256,5397,3442,10668,10728,5499,12394,9913,12208,10788,0.4663456678,0.098339667,0,0,0,3,0,0,1,0,0,2,0,0,1,7,91.1,99.3,7.5
20243,San Martín Tilcajete,1975,46,2,59,168,477,205,110,403,-0.220691,Bajo,55.1909727,0.864213822,Bajo,1013,219,794,865,15,83,384,339,861,1577,1181,220,1878,856,1028,344,0.3933059971,0.1347346629,0,0,0,3,0,0,3,0,0,3,0,2,0,11,93.9,100,8.2
20244,San Martín Toxpalan,3934,2087,62,310,304,1054,317,126,680,0.29516,Medio,52.45733671,0.821408887,Alto,2887,1156,1730,666,113,271,1042,984,986,2994,2606,1134,3552,1918,2999,1728,0.4436846773,0.1251633316,0,0,0,3,0,0,1,1,0,5,0,2,0,12,69.6,97.4,6
20245,San Martín Zacatepec,1324,26,0,175,159,360,6,15,251,0.539479,Medio,48.77364756,0.763727441,Alto,1126,394,733,173,9,17,431,165,379,1086,1044,449,1299,710,1135,666,0.3737646639,0.1691643323,0,0,0,1,0,0,2,0,0,2,0,0,0,5,84.5,100,6.6
20246,San Mateo Cajonos,611,598,21,65,70,174,32,6,60,0.407678,Medio,52.98645859,0.829694199,Medio,538,132,407,60,8,4,205,112,77,485,319,120,599,195,547,362,0.3721453349,0.1818609983,0,0,0,1,0,0,1,0,0,2,0,1,0,5,58.3,93.3,3.5
20247,Capulálpam de Méndez,1619,297,192,21,118,419,228,153,313,-1.181287,Muy bajo,57.69749971,0.903462546,Muy bajo,556,42,515,510,109,445,125,163,353,936,114,90,1066,146,665,199,0.410321335,0.1504576653,0,2,0,2,0,0,2,0,2,2,0,1,1,12,96,98.7,8.5
20248,San Mateo del Mar,15571,15538,196,1971,781,3898,384,214,1688,3.47421,Muy alto,38.54697636,0.603592003,Muy alto,14066,7691,6375,1408,21,83,4942,10824,2403,13663,15079,5719,15474,12718,14087,8762,0.3703770041,0.1654719959,0,3,0,4,0,0,6,0,0,9,0,0,3,25,88.6,98.9,7.7
20249,San Mateo Yoloxochitlán,3831,3690,88,427,262,977,30,66,668,1.091716,Alto,50.58709825,0.792123555,Alto,3543,1801,1741,168,64,58,1155,1317,604,3344,3045,1288,3711,2294,3607,2673,0.4242190023,0.1173326671,0,0,0,2,0,0,0,1,0,2,0,2,0,7,81.2,99.5,6.1
20250,San Mateo Etlatongo,1239,49,6,47,105,383,135,34,316,0.271545,Medio,54.03894728,0.846174707,Medio,881,225,656,301,15,44,226,305,157,967,847,430,1181,532,896,397,0.3714723289,0.1427213301,0,0,0,1,0,0,1,0,0,1,0,1,1,5,85.2,98.6,6
20251,San Mateo Nejápam,1217,24,83,186,89,303,4,14,98,1.206939,Alto,49.68947173,0.778067973,Alto,1103,499,604,115,0,0,601,337,80,1103,1132,445,1218,856,1103,678,0.3427016636,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,81.1,97.9,6.6
20252,San Mateo Peñasco,2384,2234,44,350,133,616,61,44,156,1.57046,Alto,50.04604432,0.783651404,Alto,2197,1009,1189,162,18,8,688,848,504,1796,2246,424,2359,1361,2216,1667,0.3863986731,0.1617643336,0,0,0,1,0,0,0,0,0,2,0,0,0,3,94.9,99.1,7.9
20253,San Mateo Piñas,2021,378,9,263,267,640,13,19,166,2.807817,Muy alto,44.9506773,0.703865047,Muy alto,1785,927,859,221,6,9,873,905,778,1605,1868,572,2007,1522,1792,1138,0.3587299983,0.1330873345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,98.6,5
20254,San Mateo Río Hondo,3207,201,184,289,226,844,223,64,436,1.21432,Alto,51.45809815,0.805762201,Alto,2496,739,1757,386,234,92,1054,706,723,2218,1676,556,2882,1244,2729,1578,0.3758490086,0.1646346649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,99,6.9
20255,San Mateo Sindihui,1977,81,41,313,85,507,90,62,156,0.647775,Medio,51.09768397,0.800118617,Alto,1819,915,905,143,4,12,689,633,381,1748,1706,703,1963,1277,1823,1288,0.3582916657,0.1649463326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,98.4,5.5
20256,San Mateo Tlapiltepec,229,14,0,15,18,68,10,3,51,-0.088429,Bajo,54.18037906,0.848389332,Medio,189,41,148,21,11,8,58,23,18,181,79,53,210,56,200,122,0.3546933333,0.2150425017,0,0,0,1,0,0,0,0,0,1,0,1,0,3,87.1,99,6.7
20257,San Melchor Betaza,1052,1043,6,191,60,329,43,10,116,1.056169,Alto,50.52289744,0.79111826,Alto,950,344,607,84,16,2,496,213,188,644,840,347,1034,539,967,647,0.3506326675,0.2662209943,0,0,0,1,0,0,1,0,0,2,0,1,0,5,77.4,98.1,6.1
20258,San Miguel Achiutla,698,32,16,43,98,251,23,13,120,0.693421,Medio,52.5189117,0.822373065,Alto,616,276,340,57,11,14,188,220,177,491,579,191,673,392,627,433,0.3819619914,0.141357335,0,0,0,2,0,0,1,0,0,1,0,2,1,7,91.7,100,7.1
20259,San Miguel Ahuehuetitlán,2142,1782,0,510,266,528,65,27,128,1.391154,Alto,48.89239836,0.765586913,Alto,1981,1071,910,156,2,4,1220,659,314,1828,1782,843,2137,1495,1982,1415,0.3780196607,0.1888479988,0,0,0,2,0,0,0,0,0,0,0,0,0,2,83.4,97.1,7
20260,San Miguel Aloápam,2191,2187,5,291,235,571,26,49,410,0.387619,Medio,51.64300118,0.808657526,Alto,1916,678,1238,265,7,5,838,525,545,1918,1529,515,2181,1213,1923,1103,0.3446796636,0.1798480004,0,0,0,3,0,0,3,0,0,4,0,2,0,12,80.3,98.9,6.2
20261,San Miguel Amatitlán,6932,1806,35,892,491,1637,47,49,668,0.770896,Medio,49.776424,0.779429525,Alto,5197,1508,3689,1711,10,17,2493,1686,960,6040,5553,2735,6908,4210,5207,2151,0.3295509915,0.2261513372,0,0,0,5,1,0,5,0,1,9,0,4,1,26,76.2,100,5.2
20262,San Miguel Amatlán,991,215,0,19,68,290,64,15,188,-0.23025,Bajo,54.8612657,0.859051069,Bajo,747,65,682,209,21,14,220,95,311,825,182,67,956,167,768,349,0.3666216632,0.2160940021,0,1,0,1,0,0,1,0,0,2,0,1,0,6,91.9,98.7,6.9
